Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
507627,B000EMRHT6,ABME14W9VXC8G,jeffrey d makepeace,0,0,1,1302912000,Really awful!,I don't often write reviews but I had to warn other low-carb dieters about how awful these snacks are.  Very salty and frankly inedible. I was very disappointed to learn that Amazon will not let me return the product....very expensive dog treats if the dogs will even eat them.,Negative
143726,B0018AIZKS,A4V0KWQSGOTSA,"Bronco Nagursky ""Knacks""",3,8,1,1254528000,You have got to be kidding,"I love this stuff as much as the next person, but this price is ridiculous.  The ""list price"" of $36.00 quoted is twice what the local stores charge when NOT on sale, and a totally absurd notion.  Add shipping and you are drinking the equivalent of liquid gold.  Puleeez!",Negative
39867,B0001AVTE0,A3TMV0VA2JBPMC,BAldridge,4,4,1,1346112000,Unsatisfactory,"I am extremely dissatisfied with the product and customer service from this company (Barry Farm). It says on the page for this product ""Usually ships within 6 to 10 days"". I ordered this product over three and a half weeks ago and just received it. I was still charged over $8.00 for shipping (more than the item was worth). I took precautions for the product not to sit in the sun and melt, ordering it so it would be delivered on a day I was home. This effort failed; the shipping and delivery dates changed...twice. I got an email from Amazon stating that they had not received notification of shipping from the seller (Barry Farm). I emailed the seller, received no response. I then got an email from Amazon a day later with a delivery time frame. The product did not arrive during the stated time frame (late). When it finally arrived, I received a bag of melted goo. But the interesting thing was, it was evident that the product had melted before, re-hardened, and then began to melt again in my mailbox. Due care was not taken to package the product in a manner that MAY have helped prevent such damage. I will not be ordering from this company again.",Negative
57881,B000EVOSE4,A19HR5KZRCT55K,"Richard Rudeen ""Candy Eater""",2,2,3,1182556800,Rubber Bears,"I had purchased these supposed gummy bears in the store and they were great. I figured since buying so many I would go for the bigger bag. Bad mistake. They are very very rubbery, not fresh like the store. I also purchase the licorice wheels which I must say are excellent. We never know how long these items are in stock on a site like this. The licorice was a back order so I imagine they were made fresh.",Neutral
216819,B008EG5ADY,A1YJMG0QJXZLD4,Rosemarie,0,1,3,1338508800,A bit too hard,"These are supposed to be touched by brown sugar but where?  I am afraid this cereal is also a bit flat for me.  The puffs are not puffy at all they are quite hard and unappealing.<br /><br />In milk they do last awhile before getting too soggy but then they do not have any flavor unless you put a lot of sugar.  I am sorry this does not stand up to the usual good flavors and textures of the Quaker Oats company that I grew up on. I guess I will go back to their  oatmeal,  you cannot go wrong with that.",Neutral
447105,B004ACWI0Y,A23KZBVCFKW1XS,IdaYooper,0,0,1,1345680000,Vivier Grapeseed Oil: A Far Cry From What I'm Used To!,"First of all, both tin's had dents in them (I left feedback on that).  Second, the tin says on the side under ingredients ""May contain trace amounts of other tree nut oils"", for for those that may have allergies- BEWARE!!<br /><br />I'll admit that this is only the second grapeseed oil I have bought.  However, compared with the one that I had been buying (Napa Valley Naturals Expeller Pressed), this is certainly a far cry!  It's a very light color, like vegetable oil, not green like ""NVN"".  The taste bland; the smell is almost rancid.  I can't tell the expiration date.  There's a small stamp on top that says ""10:17"", and underneath it ""J.01.12"".  Aside from a ""B2B Space"" website (in French), there is no official website to contact them.<br /><br />I planned on using it for cooking (mainly popcorn) because of the high smoke point.  Won't even do as a moisturizer; when it came in contact with fabric it left a rancid smell behind.  Thankfully both cans were a combined $13.68.  Had I paid the full price (basically double), I would say it's definitely not worth it! Needless to say, I won't be buying this again.  If you're going to use this for cooking, I suggest you try another brand!!",Negative
301758,B001LQRC3K,A3KAJOS0YILTL5,"S. Fintel ""Bird watcher""",1,1,5,1334966400,Excellent product for travelers,I am a frequent long trip traveler and also choose to eat a plant-based (vegan) diet. The flax paks are travel friendly and allow me to have my omega 3's every morning with cereal anywhere in the world. Great product.,Positive
330989,B001D0676C,A12ENBT314RFXR,"P. Gray ""The Gluten Free Assistant""",1,1,3,1315440000,It's okay in a pinch.,"I've been gluten free for a few years now and realize that getting decent gluten free products is not that easy. Baking them yourself seems to be the logical options, but cost and ability are great hindrances for many. I enjoy making pizza crust from scratch as I know exactly what is in it and in what quantities, and I can fudge the recipe to make a crispier or doughier pizza, depending on what I want. However, when one flour or another is out, or my starch is gone, or I'm visiting a friend or family member's house, I grab this pizza crust mix.<br />It mixes well every time without fail and tastes acceptable. Just as the other reviewers say, the crust isn't dry or crumbly, it holds together well, and makes a fair amount of pizza. It's nothing to write mom about, but it is decent, consistent pizza dough.",Neutral
364264,B0000CEQZS,A36RCMGW2BD8YG,Book Geek,0,9,1,1120867200,Maybe it's just me,"but I've never found an Irish Breakfast tea that I like. This one, like the others I've tried, tastes like boiled sticks and dirt to me. I drink it only when I'm too tired to appreciate a more flavorful cup. But perhaps if you're a fan of the style, you'll find it exquisite...",Negative
497465,B001FA1LYS,A1WBVT0HIBYWZ5,Shop-girl,1,1,1,1332892800,Stale-oil flavor--won't buy these again,"I really loathe having to write a 1-star review. However, I purchased a 6-pack of these crostini without ever having tried them before. Took one bite and couldn't take another. I don't know if it was this particular batch, or how it was stored in the warehouse. But the flavor I can only describe as rancid-oil... If you've ever tried to use olive oil way past the expiration date, and it has a stale taste and odor? It's how these crostini tasted.<br /><br />My boyfriend, who has a more forgiving palate and less wasteful tendencies than I do, tasted them and agreed. Not willing to deal with the effort of repackaging and shipping back to Amazon, tossed them in the backyard for birds and squirrels.<br /><br />Now, I have tried <a href=""http://www.amazon.com/gp/product/B003YBLF9C"">La Panzanella Rosemary Mini Croccantini, 6-Ounce Packages (Pack of 6)</a> from a local grocery store, and they are delish and addictive. Very happy to see Amazon offer these. They're on my Amazon list and looking forward to replenishing as soon as the store-bought are done!",Negative
111934,B000QDNIKU,A1UOXVS6N6AYQT,T. Assur,1,1,5,1247270400,"Works great, just only on  cetain models","These worked fantastic with my older Senseo. When I ""upgraded"" to a 7820 HD, I discovered they would frequently produce watery coffee. I've determined some of the newer senseo models like this must be machined differently and (deliberately or not) the spring clip 'chews up' the melita pod, resulting in worse and worse performance. Check what model number you have!",Positive
469198,B000AQFQC6,A2JNB1LJL26JEH,Ms. Maria L. Morelli,2,3,1,1141603200,Shirataki Noodles,The noodles taste somewhat normal - but the texture makes them impossible to eat.  I have purchased 10 bags and gave to friends to try - none of us were able to actually eat more than a few bites.  The texture is like rubber with an added slime - very difficult to chew.,Negative
550631,B0036QD9VC,A2CSJJ3J5T5X89,Lizzie,2,2,5,1334188800,Amazinhg snack for kids and adults alike!!!!,"I first ran across Haribo Roulettes candy when I was in high school on a school trip to Germany.  These candies were amazing then. However, I hadn't thought about them in a while becasue I didn't find them in the gummi candy aisle.  When I found these on line I was ecstatic!  I just received them, opened them up and they were exactly how I remembered!!  They come packaged in a small roll (approx 10 small round pieces per serving), but can be purchased in a larger box for convenience.",Positive
278848,B004XXXOQW,A1DBDHWZ5I5564,"Jessica Tate ""book addict""",6,6,2,1326758400,"Crunchy, dry biscuits (with a few raisins)","After searching for the old Sunshine raisin cookies and reading the other reviews of these biscuits, I decided to try them.  Make no mistake -- these are NOT like the Sunshine cookies.  These are dry, crunchy biscuits (no, they weren't stale, they're just crunchy), with a few raisins thrown in for good measure. Many bites have no raisins at all - just a plain, neutral-tasting biscuit.  I don't remember the Sunshine cookies being crunchy, so that was also a disappointment.  Also, $15.00 is a lot of money to spend on a tin of biscuits this size.  I couldn't find these in the Asian market near me, but that's the way to go if you want to try these out (way cheaper).  If you're looking for something similar to the sadly-discontinued Sunshine raisin cookies, this isn't it. Try Crawfords Garibaldi Biscuits - they're made with currants, but they're much closer to the original.",Negative
8572,B003VXFK44,A2RB1UIF3W1G8C,Beckmayo,0,0,5,1298505600,Great Coffee !,"I drink alot of coffee and love hazelnut coffee, this brand has the best flavor I have ever tasted. I have bought several different brands and this one is the BEST! It may be a few dollars more but it is worth it. I absolutely love and enjoy it every morning.",Positive
309128,B0014K91GY,A3R51GILMXKYUA,"Thomas G. Pisani ""Tom""",10,11,1,1222473600,bad hot cocoa---easily,"Yes, it is easy, but not good at all. Hot water with little chocolate flavor---Swiss Miss is way better!",Negative
176356,B000FDDESM,A3G4W5HHAV50HB,"trigchance ""trigchance""",0,0,5,1284076800,My Favorite Bread Mix,"Of the different bread mixes from Hodgson Mill, the 9-Grain is my favorite.  Family & friends like it as well.  Great tasting bread!!",Positive
208424,B005CUU23S,A23E9ZPS2RQZS0,"S. Robbins ""talking to a tortoise""",1,3,1,1319673600,Strange Dog Treat,"This is the strangest thing I've ever seen.  Imagine your roll on deodorant container  being filled with some bacon flavored  gravy and then allowing your dog to lick from it for his daily treat!  Are you kidding me?  This idea is gross and unsanitary and how do you get a dog to understand the concept that they are only supposed to take a few licks and that's their treat.  My dog kept trying to grab the container, she thought I was trying to tease her with it.  Finally I started rolling it on the dry milk bone type treats that she's not crazy about to get her to eat them.  If they called it ""Dog Bone Icing"" it might sell better  and make more sense.",Negative
429654,B002EITVVA,A922OZNK6P34Z,Jaime Villarreal,0,0,5,1335744000,Great product!,"Great stuff. If you looking for health, forget it. Everything in moderation. It almost tastes as good as the movie stuff, if not better with the convenience of enjoying it at home watching a good movie.",Positive
442581,B007CBBH2U,A365EYL91EOMVB,"Dr. Ron Grassi ""Dr Ron Grassi""",0,0,5,1345593600,Boldest K Cup Decaf.,"I've tried many so called bold K Cup Decaf's. Most tast watered down. If you must drink Decaf and you want something that tasts like real coffee try this one. Dr Ron. Jupiter, Fl.",Positive
223699,B006BXV130,A1X3ESYZ79H59E,chaos,0,0,3,1331856000,Just okay,"I prefer eating this cereal dry. It is crunchy and light. I tried it with milk but found that it tends to get gooey if it sits in the milk for more than a couple of minutes. Also, the chocolate flavor is much more subtle than I was expecting. I think I will go back to my muesli.",Neutral
21838,B000KV61FC,A39A4SK0XWY618,"M. Smith ""badsegue""",135,135,5,1183680000,Good alternative to a Buster Cube,"This toy takes more effort to get food out than the Buster Cube, which I like because it occupies the dog longer.  I find that the cube, even on its ""hardest"" setting only takes a few minutes to get out most of the food, and then the rest doesn't come out no matter how long the dogs work it.  With the bottle the dogs can get nearly all the food out if they keep at it.<br /><br />At first you should fill the bottle so that it is over half full.  This way food can come out more easily when it is on its side.  This will encourage the dog to play with it.  Once the food level goes down food will only come out as they toss and pull the bottle.  It took my dog a few days to get to this, but now she seems to have mastered it.  She stands the bottle up and knocks it over, putting food into the neck, then she works the rope a bit and manages to get a piece of kibble out.  When I first got the toy I thought she would never be able to figure it out, but she has.  Even so, it takes a fair amount of work to get out just a few pieces of food, so it can keep them occupied all day.",Positive
452945,B003D4MYLS,AHISQKS7GHO1X,tea lover,1,2,5,1325980800,"Mmmmmm, love it.","This tea is delicious.  I absolutely love it.  It comes in an ugly brown box, not what is seen in the photo.  So you would not want to gift it in the box but that doesn't change the flavor.  Yummmm!",Positive
266637,B0000DCXFZ,A21UAD69WPQ93S,bece,0,0,5,1309737600,Love it!,This was so good on thin Italian bread toast.  It's also wonderful as a pasta sauce.  I added black olives and sun dried tomatoes.,Positive
385163,B005VOOM5E,A26LD9FQHTM8ZH,OlyNomad,1,1,4,1338854400,Marley Coffee One Love,"Using it as intended with a single serve pod brewer, I found it to be weak but I liked the smell so much I wanted to find another way to try it. I also have a Breville single serve coffeemaker so I decided to brew one by cutting open the pod and using my k-cup. I got a great tasting, strong cup of coffee (very strong, the kind my grandparents always used to say would ""put hair on your chest"").  I just ordered grounds because I really enjoyed the strength and taste of this coffee.  The pods weren't for me, but the coffee was.",Positive
214677,B001KQAR24,A3A2G9VQM83Y3P,chaga hunter,3,3,3,1323648000,Good flavor but has some shells,Tastes fresh but there are small amounts of seed hulls and weed seeds mixed in. Can be a little gritty to chew on. Will try a different brand next time.,Neutral
15390,B0002IMRTC,ALKOHQH542KO,G. Elliott,5,15,4,1090281600,Peet says it's good.,So it must be good.  He never lies to me.  Even Skizip likes it and all he drinks is Strawberry 'protein' shakes.,Positive
189166,B0029K11EI,A3TGF76AQFLWYZ,Abby J17,1,1,3,1333497600,"Nice, but just get it on sale at the store!","The coffee itself is good.  Bold, Robust flavor.. it's just that you can get the same thing at the store when  it's on sale for cheaper.",Neutral
558373,B001KTA03C,A2FKRBTXNM1IRM,Jeffrey D Barrow,0,0,3,1331596800,Double Black K-Cups,I have always enjoyed dark roasted coffee but find that the Double Black Diamond has almost a burnt or over roasted flavor to it.,Neutral
225260,B001ELL4X6,A3H6NNGCINPLEC,A Customer,3,4,2,1257292800,"The Fruit is, in fact, BARE","As the name implies, the fruit is actually 'bare' without a natural mango taste.  Perhaps its because the product is baked dry exterminating necessary nutrients.<br /><br />We prefer our fruit raw; and if dried (preserved), certainly not cooked.<br /><br />.............................<br /><br />Two alternative products are:<br /><br /><a href=""http://www.amazon.com/gp/product/B000IEDUTG"">Klein's Naturals Mango, Organic, (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001EO5QVO"">Sunridge Farms Organic Mango Slices, 5-Ounce Bags (Pack of 6)</a>",Negative
191555,B000WFN0VO,A2DQVM07J28BKM,"Roxana W. ""Roxy""",3,3,3,1334016000,"Great, but mind the smell","My cat loves this food, but this particular flavor, beef and salmon, is a bit strong when it comes to the smell. I had to wash my hands more than once to get the smell entirely off. Now the problem is that my cat reeks of fish, she smells like a walking tuna sandwich. If you're okay with that, by all means get it, but I'm going to avoid this one in the future because I can't stand her smelling like this all the time.",Neutral
496946,B005HG9ET0,#oc-R3F0UDHOQC1RNU,Trevor J. Flannigan,0,1,5,1344124800,Exactly What I Wanted...,"We were just talking the other day about pH balanced drinking water at the gym. My coach was talking about the benefits of drinking it. I received this product and was very happy with it. It tastes good and call it a placebo or whatever, I feel good when I drink it. I also like the size too. 1.5 liter is great and the bottle is a good size for carrying in my gym bag.",Positive
380732,B000NLA51A,A2A1XYSB692L6J,"Patricia ""A Reader""",5,5,4,1269388800,""" D E B U T A N T E ""......C O F F E E","""Jamacian Mountain Peak"" Instant coffee has won a ""Monde Selection"" award, (Luxembourg, 1990), and has an impressive<br />reputation.  I have seen ""Jamacian Blue Mountain"" ccffee featured in a ""By Appointment To The King of _____"", famous mail-order coffee company.  This would be the GROUND coffee version, (they don't, sadly, offer any instant coffee in this famous mail-order house....although I have, several times, asked them to do so), but the fact is that their ""Jamacian Blue Mountain"" coffee is not only a ""by appointment to Royalty"" coffee....but it is also on their ""specialty"" list, and can only be ordered at certain times of the year!  ""Jamacian Blue Mountain"" coffee is also listed in the book, ""100 Things To Buy Before You Die"", (by Maggie Davis).  It is NOT the first choice in coffees, (that belongs to 'kopi lewca' coffee....which is produced with the help of certain insects), but IS choice Number 2.<br /><br />So, when I saw what looks to be, (both from name and description), an INSTANT COFFEE version of Jamacian Blue Mountain coffee, instant-coffee-drinking me could NOT resist it!<br /><br />Looking at the coffee before opening it, I noticed that this is a TRUE instant coffee....quite powdery, with no hint of the larger granules one finds in freeze-dried instant coffee.  In the jar, it is a surprisingly light brown -- almost a hazelnut coolour, much lighter than most other instant coffees.  If you look closely, SOME of the granules seem to sparkle, just a bit, as the light hits them.  I remember hearing about ""flavour crystals"" in another brand of instant coffee, (forget which one at the moment), but also remember calling up the oompany, and discovering that ""flavour crystals"" were created by the way the coffee granules are cut....<br /><br />The suggested tags for this coffee include ""organic coffee"" -- and though I believe that a coffee with this much reputation MUST be organically grown, the words ""Organic"" or ""CertIfied Organic"", appear no-where on the bottle's label.  Strange.....<br /><br />Anyway, though I usually blend all my instant coffees together, (dry), in a cannister, to get my own unique blend, (and also to disguise the taste of instant coffees I have bought and do not like, (such as Cafe Bustelo, Instant Decaffeinated Espresso coffee, which I found too strong and bitter), I decided to honour JAMACIAN MOUNTAIN PEAK instant coffee, and its reputation, by using it, and it alone, io make at least the first few cups of this coffee....<br /><br />I found the taste to be very, very mild.  (It is no accident, that JACOB'S CRONAT GOLD instant cofee is sold by Amazon, as an option, with Jamacian Mountain Peak Instant Coffee...as it too, has a very mild flavour.)  If you like MILD coffee, Jamacian Montain Peak Coffee should definitely be your choice.  Jacob's Cronat Gold, (for which I have also written a review for Amazon), is excellent, mild coffee as well -- but this Jamacian Mountain Gold coffee, when imbibed, has surprising, fleeting moments of a darker, richer flavour on the tongue, amongst most of the moments, which impart a pleasing mildness....<br /><br />As someone who prefers a somewhat darker and richer blend, (my favourite -- though lazy me doesn't make it too often -- is regular, ground French Roast coffee), I found I had to add TWO rounded teaspoons of Jamacian Mountain Peak instant coffee to my 16 ounce coffee cup, to get even an approximation of coffee flavour...at least, coffee flavour as I like to drink it.  Doing this, the Jamacian Mountain Peak coffee did have a very pleasant taste -- but a very mild one.  It reminded me, somewhat, of a sweet and innoent girl making her society debut.  Nothing loud, strong or raucaus, just a pleasant, mild sweetness -- not unpleasant at all, but not that mature, either.....<br /><br />I intend to have a cup or two of Jamacian Mountain Peak instant coffee mixed with my favourite instant coffee -- Taster's Choice Original.  To my American taste, I suspect that the two will be perfect together.  Or, perhaps, mixed with an instant coffee I have also liked, but found a little too strong and bitter for my tastes -- Taster's Choice Gourmet Maragor Bold.  Tge rich, dark flavour of the Taster's Choice Instant Maragor Bold, and the delicate, warm flavour of the Jamacian Mountain Peak instant coffee should go very well together, I think!  A ""marriage"" of two great instant coffees! I think they'll have their ""honeymoon"" in Jamacia!  (When I buy the Taster's Choice Maragor Bold Instant coffee, and mix it with the item here being reviewed, I'll report on whether this will be a ""long and happy marriage"", or not.  But from what I know of drinking both instant coffees individually, I have no doubt it will be!  Stay tuned for the update! )",Positive
378481,B008FHUGNQ,A2M849ABEZYSU5,Little Woman,0,2,3,1314576000,Keurig Jet Fuel,"It is good, but I have had better.  It has somewhat of a bitter flavor, but it certainly gives you the caffeine buzz!",Neutral
210956,B004LWCS08,AZ74BPOWPMO8J,MI Oenophile,4,4,5,1326067200,Quality dog food; puppy loves it,"I've been feeding Castor & Pollux Organix puppy formula to my retriever puppy since he was 10 weeks old. He's now 6 months old and still doing well on this food: stool is healthy, coat silky & shiny, eyes bright. I too did a lot of research before trying this product and I'm glad I did. The information is out there, folks, just search the 'net for 'dog food reviews', 'holistic dog food', etc. and compare for yourselves; it's appalling what some dog food has in it. Knowing what I know now, I will never feed my pets less than the best.",Positive
232833,B000EUJK5W,A3FBC2AVXDY57T,FauxDiva XX,1,1,1,1207699200,Too Much Salt,"280 mgs. of salt is too much for a ""health"" bar. I love most Kashi products, but this one left a salty taste that lingered all day. If you salt your food you probably will not notice the salty taste. I have always used salt sparingly mostly because I like to taste my food not cover it up with another flavor. So judge for yourself, but health food should have to follow certain guidelines.",Negative
453620,B004IX9NJO,A3575QH7N7YHXB,"Patty M ""Patty""",0,0,1,1346198400,Health? Maybe. Tasty? No way.,"I bought a bag of these at Whole Foods, despite the high price, because they sounds like they'd be good and I was looking for more healthy snacks to have around the house. I was wrong. They're gross. You know the stereotype of the 70's hippy dippy health food that tastes like a cardboard box? That's these ""chips"". First, they are not crispy. Second, there is little to no flavor to the chip itself. Third, all you're left with in your mouth is the nasty aftertaste of spicy lime. Which I usually like the flavor of, but does't make up for the lack of basic flavor or the unappetizing texture of the chip itself. Don't waste your money, especially at this price for a measly 2.2 ounces.",Negative
513292,B0001QYYVO,AQE83UIGFVCCE,Amber May,6,7,2,1252886400,candy,"There were a few pieces of candy that were considered ""nostalgic"" but not many that I couldn't get at any store. Also the ""nostalgic"" candy was old and hard. Not like it should be. The price was decent and the delivery of the items was good. Just not impressed with the item.",Negative
439131,B000EVKHQM,A3T473STZ1GCA9,COYS!!,0,0,5,1310256000,Awesome!,These wafer have a very bright lemony filling and dont taste like they are gluten free cookies. I have to keep them away from my kids!,Positive
528404,B0087GGS3W,A3J56VQ11MKTJT,D. Janz,20,20,5,1321747200,"Wow, now THIS is coffee","If you like a strong coffee, this is for you.  Most K Cups I've tried are too weak, with the exception of Newmans Own Extra Bold, which I like.  However the Starbucks is even better than Newman's, the smell of the coffee wafts through the house.  It will be really hard to drink any other kind after trying this!",Positive
467168,B002DHL976,A2B5OI74EHGVH1,"Jane ""jdeaton2""",0,0,1,1264723200,received expired crackers,"These crackers, which were shipped to me in November, had expired the prior September. When I made this discovery, I was not a happy camper/customer. I was accustomed to receiving only fresh grocery products from Amazon. Because of this exception, which I do not consider typical of Amazon, I have to rate my personal experience with these crackers at one single star.",Negative
61066,B000FA38ZY,A43WCF8W3GM8Z,K. Kurpiel,1,2,2,1321920000,"Great stuff, but get it locally.","I know how Mallowmars taste. They are the truly splendid fall treat I have looked forward to around thanksgiving for as long as I can remember. So what I really was checking via this order was how well they ship.<br /><br />The answer is, terrible. The over long, Two weeks of delivery time turned the cookie part to crumbs on almost every one. The chocolate was melted to the plastic tray on half of them (only half?).  Overall a fail, and certainly not something you would want to open up in front of guests.<br /><br />Get them locally or find a replacement. Splurge on faster shipping perhaps? I can not vouch for that option having not tried it though. As is, the standard shipping makes for sad mallomars pandas.<br /><br />The second star is for the two in the box that had part of a cookie left and were somewhat edible.",Negative
171480,B000FK63M4,A2GUZ8TG45QBVG,DiamondGirl7,3,3,5,1199145600,Just like real pasta!,"Tinkyada pasta is amazing - great texture, consistency, and taste.  It doesn't add any flavors you aren't expecting the way pasta made from quinoa does.  You can cook it different lengths so you get firmer or softer pasta, just like wheat pasta.  I highly recommend any of the Tinkyada pastas.  When I found out I was allergic to wheat, I missed my pasta dishes the most.  I don't miss pasta anymore!  Wheat AND gluten-free.",Positive
558477,B000GW68Z8,A3GOHJWFN5DMQQ,P. Novak,0,0,5,1316563200,"Flavorful & delicious, without the extra calories or cost!","I've been waiting for years for something like this to come along! Hazelnut coffee is my favorite, but it's so much work to find a nice hazelnut-flavored bean, so I'd always just add flavoring to my coffee. The only problem is that the creamers (liquid and powdered) have so many calories! Sure, there's the sugar-free Torani syrup, but it takes a lot to get an intense enough flavor, and it's $16 a bottle! No thank you! I just use 2 packets of the Splenda flavoring per cup, and it makes the best flavored coffee I could imagine! The flavor is intense and delicious, and the product is quite reasonably priced. Since a good review must have pros and cons, the only thing I don't like about this product is the plastic wrappers, which never seem to open very nicely (but all in all, that's a pretty mild fall-back). This is a wonderful product!!!",Positive
382136,B000EVIDVI,A5CG559ETQAWN,H. Davis,6,6,5,1239840000,Best gluten-free pie crust I've had!,"I'm going to give this 5 stars, simply because it is the best gluten-free pie crust I've had. I've tried Whole Foods frozen crusts, and also made my own from scratch, both of which were so tough they couldn't be cut with a knife! I've also made crusts from gluten-free cookie crumbs which were actually very good. But for a rolled-out crust, this one so far is the very best. I did find that it required some patching, and after it was baked it tended to fall to pieces when cut. However, in my opinion that is much better than a tough crust, and is the sign of its tender, flakiness. I made mine with all butter because I did not have the butter-flavored shortening. The flavor was outstanding, and acutally tasted like a wheat crust. Kudos to Gluten-free pantry!",Positive
379558,B007RLRCLK,A3LX57I5OKG70V,Rachel W,2,3,3,1336694400,Interesting taste,"I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either.<br /><br />The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!",Neutral
491626,B000FED3QO,AW7BADKPHS7Z0,"T. L. Middleton ""fraidknot""",0,0,2,1343433600,little old!,I'm use to fresher from Amazon. These had best buy date 6 months away and were just enough stale that it was getting harder to chew.,Negative
241912,B001AHJ2FQ,A3M6TSEV71537G,Sibelius,0,0,4,1221091200,Tasty & healthier substitute for junk-food chips,"Are you the type of person that always needs a side bag of chips to accompany their lunchtime sandwich but then feels pangs of guilt afterward for consuming  that extra 120-200 trans-fat laden empty calories?  If so, FoodShouldTasteGood's line of nutritious tortilla chips strikes an effective balance between satisfying your junk food cravings while providing some nutritional benefit by way of high quality ingredients and a few grams of fiber to boot.<br /><br />The most important factor though is that with their 'Olive' line of tortilla chips (think of a white corn tortilla chip with flavor profiles of black and green olives and a hit of garlic) the taste itself is good enough to convince the staunchest junk-food addicts to reach into that bag for yet another bite.  These chips go well with everything from sandwiches to soups as well as served plain by itself.  These chips are tasty enough with the right crisp texture you've come to know and expect from your standard snack tortilla morsel.  Great product all around.",Positive
453623,B00415H774,A1QN4FGKNB00Y2,H. Laughlin,0,0,3,1332288000,Get out the vacuum!,"My 17-month pit mix loves this chew.  She carries it around the house with her and has chewed on it steadily since I gave it to her a couple of days ago.  From a doggie prospective, this chew is definitely five stars.  However, from a human prospective, the chew leaves behind lots of tiny pieces of chew material (rawhide) on the floor and carpets.  That is, there is chew residue everywhere. So, your dog will love it, but you may not love the cleaning up.<br /><br />After writing the above paragraph, it occurred to me that the reason the chew is so brittle  is because it has been on the shelf too long and has dried out.  I've never seen rawhide break up like this.  Perhaps the seller should refresh its stock or offer a discount for ancient, brittle rawhide chews.",Neutral
41842,B0027VO330,A99XFMWWR72F5,Tim Raines,0,0,2,1348617600,VERY watery!!!!!!,"Very disappointing.  I can't believe he has his name on this.  Got the cherry tomato version, and was heavy on garlic, but mostly water.  Would not coat pasta.<br />Very disappointing!!!",Negative
